0.012316988	-0.059127487	0.011356807	0.050742906	0.02886317	-0.09057158	-0.06995349	-0.035402443	0.003823648	0.10479256	-0.007988067	0.04761233	0.101105206	-0.09663198	-0.017306391	0.03480482
0.04859826	0.03990951	-0.001049522	0.0053343703	0.013050336	-0.11567294	-0.03440336	0.059315197	-0.08873262	0.10272224	0.018573487	0.008275198	0.0041627	-0.10139836	-0.029919257	-0.01101085
0.013520693	-0.005097908	-0.07716152	0.08016239	0.04656739	-0.057486143	-0.030206976	-0.04044603	-0.03529304	0.14893478	0.01777025	0.0016859368	0.0023478877	-0.07897798	-0.066092506	-0.068570234
-0.042831294	-0.059850488	-0.0078171715	0.037861954	0.009175142	-0.075852565	-0.041320916	-0.020093467	0.00062399247	0.036930088	0.0026454227	0.04941017	-0.031626903	-0.00022998678	-0.04122315	-0.06605914
-0.0121751875	0.023043068	0.0068221237	0.06603241	0.010987986	-0.05381123	-0.023602633	0.015668884	-0.034443915	0.07713068	0.024964338	0.006577114	0.04223797	-0.051679116	-0.030809345	0.017271025
-0.005300053	-0.03384341	-0.006814895	0.06804592	-0.0068170056	-0.033546723	0.024190808	0.01942952	0.006847524	0.11066035	0.0056396965	0.07141995	0.010862275	-0.11207337	0.027782569	-0.019266935
0.006363322	0.011430206	0.0019295792	-0.01354763	0.05964654	-0.08186442	0.028495982	0.079336695	-0.050637823	0.06440898	-0.028025446	0.06157737	-0.0032019997	-0.11847924	-0.08708739	-0.09375227
0.06422702	-0.044216212	-0.015398459	-0.031427354	0.042473845	-0.016064469	-0.07399266	0.0195904	0.04173441	0.069330774	0.032951206	-0.001544853	-0.017539075	-0.11449028	0.002213127	0.05974691
0.026290044	0.036934618	0.0169552	0.039659012	0.05758528	-0.019069916	-0.067626216	0.018040057	0.0006571068	0.15084557	0.014387242	0.04029517	0.04065151	-0.09194154	0.03263912	-0.085016966
0.014659865	0.02884399	-0.0001383106	0.050030727	-0.012574736	-0.061171502	-0.08604257	-0.016675813	-0.009824569	-0.005627842	-0.067812905	-0.07342633	-0.009179832	-0.092714034	-0.04179551	-0.13186933
-0.004299485	-0.01453259	0.018032776	0.05542356	0.008843985	-0.059525147	0.0553304	-0.007614265	-0.026168585	0.04604367	0.005725767	-0.020654846	0.02108779	-0.1077807	-0.06963269	-0.025187535
-0.053455815	-0.069071695	0.018744309	0.10590885	0.001112509	-0.10090948	-0.078590766	0.09980172	-0.103935555	0.07550154	-0.059630092	-0.041133605	0.060520682	-0.040008087	-0.119367674	0.035483494
